# Format version 3
# nfields = 3
# NDim = 1
# PW grid = 128 
# k-space data = 0 , complex data = 1
# Columns: x fielddata
 0.0000     0.0178365556 -8.974850514e-18     0.7599886586 -2.699089819e-17     0.2221749349 -4.327406484e-20 
 0.8888    0.01550582653  1.509282813e-17     0.7622112715  1.580542975e-17     0.2222830295  1.456248784e-18 
 1.7776    0.01542518017 -2.172129169e-19     0.7622878548  5.009338846e-18     0.2222870733  8.135560437e-20 
 2.6663    0.01757773423   1.94986418e-17     0.7602360899  3.174944153e-17      0.222186266  1.437134912e-18 
 3.5551    0.02241858674 -2.172659339e-17     0.7555804344  5.402296785e-17     0.2220010511 -9.038045524e-19 
 4.4439    0.03099568543  -2.64762092e-18     0.7472363214  1.598135971e-17     0.2217680487 -6.174033352e-19 
 5.3327    0.04519105226  5.473342193e-18     0.7332954682  4.227158171e-17     0.2215135247 -5.463460559e-18 
 6.2215    0.06800256844  2.507468299e-17     0.7108222194  8.196311544e-17     0.2211752686   1.58054703e-18 
 7.1102     0.1035494182 -4.786479134e-17       0.67598761  1.124215432e-16     0.2204630872  -2.14624102e-18 
 7.9990     0.1561079276  9.617607164e-18     0.6251354156  9.237720818e-17     0.2187568971  1.662924823e-18 
 8.8878     0.2275503518  6.306526343e-17     0.5571562419  5.669852391e-17     0.2152938118 -2.350260134e-18 
 9.7766     0.3142035307 -2.497109772e-18     0.4760312949  5.030962747e-17     0.2097657036  2.899113779e-18 
10.6654     0.4065326172 -4.425408511e-17     0.3906480618  7.639735705e-17     0.2028198565 -3.557774629e-18 
11.5541      0.493467691 -1.820916763e-18     0.3107939866  3.844467347e-17     0.1957387513  2.093260915e-18 
12.4429     0.5675574419  3.274489603e-17     0.2428439407 -2.029651422e-18     0.1895988929 -1.732999088e-19 
13.3317      0.626477404  4.605399503e-17     0.1886815534  1.991964611e-17     0.1848411774    7.4706661e-19 
14.2205     0.6713899791  3.904463577e-17     0.1471943413  3.127534682e-17     0.1814157097 -1.269908798e-18 
15.1093     0.7048255593   4.50168081e-17     0.1161039859  4.182628189e-17     0.1790704158 -7.833063284e-19 
15.9981     0.7293656438  1.235953228e-17    0.09310498011 -1.580734287e-17     0.1775292942 -4.061714004e-20 
16.8868     0.7471075688 -6.675186059e-19    0.07633385745  3.391784587e-17     0.1765584652 -3.517986725e-19 
17.7756     0.7595666071  7.378899965e-18    0.06445547485  -1.31103926e-17     0.1759777916  1.090742186e-18 
18.6644     0.7677528082  3.911802224e-18    0.05659159927   3.51303473e-18     0.1756554519  7.668073193e-19 
19.5532     0.7722850751  2.737422608e-17    0.05221342982  8.661314367e-18     0.1755013418   5.17015565e-19 
20.4420     0.7734857005   3.89524708e-17    0.05105037349 -3.472015757e-18     0.1754637612 -2.254818155e-18 
21.3307     0.7714372801  6.578512908e-17    0.05303381483 -7.967389864e-18     0.1755287314  1.653117076e-18 
22.2195     0.7659981818  5.298569406e-17    0.05828161731 -7.803072558e-18      0.175720024 -2.208764514e-19 
23.1083     0.7567762419  4.116437954e-17    0.06712441801  9.210468758e-18     0.1760991702  1.732862188e-18 
23.9971     0.7430614187  3.333577203e-17    0.08017179699  4.363275344e-19     0.1767666387  2.988814496e-19 
24.8859     0.7237234502  1.933542051e-17    0.09841039054   9.99749933e-18     0.1778660653  3.283926339e-18 
25.7746     0.6970996022 -6.808246757e-18     0.1233091002    5.9186083e-18      0.179591296 -1.565921417e-18 
26.6634     0.6609455411 -3.100619171e-17      0.156865024  3.700162679e-17     0.1821895818  1.629186203e-18 
27.5522      0.612615991  2.914044114e-17     0.2014438408  7.022662692e-17     0.1859405288 -2.197219915e-18 
28.4410     0.5497710686  3.309219378e-17     0.2591629974  2.288240174e-17     0.1910665586  1.799869628e-18 
29.3298     0.4719314023  2.593484986e-17     0.3305500781  8.692909226e-17     0.1975193898 -1.579517299e-18 
30.2185     0.3826719382 -2.884015027e-17     0.4126385804   7.70003631e-17     0.2046904561  1.924499298e-18 
31.1073     0.2907077138 -1.318039909e-18     0.4979128454  5.777029367e-17     0.2113802878 -1.815471605e-18 
31.9961     0.2072793261  2.250885525e-17     0.5763274255  6.529867044e-17     0.2163937919  3.704054681e-18 
32.8849     0.1406517284  8.844922108e-18     0.6400084673  7.994928789e-17     0.2193400367 -2.410030692e-19 
33.7737    0.09284532003 -1.645091039e-19     0.6864417893  7.826709384e-17      0.220712926  1.740554657e-18 
34.6624    0.06104007007 -7.885063054e-18     0.7176780329  4.726864592e-17      0.221281857  1.439791516e-19 
35.5512     0.0408214877  3.425189901e-17     0.7375960034  2.463308318e-17     0.2215824644 -8.160640026e-20 
36.4400    0.02832321855   2.67871326e-18     0.7498457228  2.125354566e-17     0.2218310358 -2.972039464e-18 
37.3288    0.02085780135  -8.05839909e-18     0.7570867856  5.756588565e-17     0.2220554163  5.228756227e-19 
38.2176    0.01678805727  -2.09285467e-17     0.7609901805  4.499703682e-17     0.2222217904 -5.974382272e-19 
39.1063    0.01523861334 -1.910059471e-17     0.7624649284  6.685637793e-17     0.2222965104  1.321135147e-18 
39.9951    0.01588334717 -6.157725453e-18     0.7618522172  6.446552561e-17     0.2222645123 -1.403291092e-18 
40.8839    0.01885735913 -1.409263782e-17     0.7590105584  3.613426505e-17     0.2221321857  1.519607429e-19 
41.7727    0.02479395937   1.56963342e-17     0.7532796865  9.060962776e-17     0.2219264877  7.673954008e-19 
42.6615    0.03498771391  1.773613778e-18     0.7433270545   7.60805257e-17     0.2216853963 -1.269908798e-18 
43.5502    0.05166557907  9.454976838e-18     0.7269168806  7.175026185e-17     0.2214177196  2.882652267e-18 
44.4390    0.07822938994  2.450259662e-17     0.7007682958  3.970380837e-17     0.2210024418  1.762232945e-19 
45.3278     0.1190308649  8.873460512e-18     0.6609266601  5.473452759e-17     0.2200424059  1.464239966e-18 
46.2166     0.1779045182 -6.287740081e-17     0.6042680852  7.622786641e-17     0.2178269402 -3.354486722e-18 
47.1054     0.2551638196  4.562323527e-18     0.5311694735  4.503797794e-17     0.2136657667  4.209149217e-18 
47.9942      0.344970352  5.599716343e-17      0.447483064  3.208008129e-17     0.2075452991 -1.380338237e-18 
48.8829     0.4366305426   7.72744823e-18     0.3629626473  4.856968852e-17     0.2004055002  1.783834937e-18 
49.7717     0.5198403585  -4.47035519e-17     0.2866098255  7.736780071e-17     0.1935487609 -1.333089391e-18 
50.6605     0.5889032094  4.778152364e-17     0.2232440775  4.423863172e-17     0.1878520207  1.974632948e-18 
51.5493      0.642912403  5.721057169e-17     0.1735272526  1.831776701e-17     0.1835599851  -5.03747216e-18 
52.4381     0.6836916429  6.347659242e-17     0.1357815048 -1.842879027e-17     0.1805267419  5.730024872e-19 
53.3268     0.7138894274  2.020278225e-17     0.1076314519  5.076350102e-17     0.1784791728 -2.624975501e-18 
54.2156     0.7359565337  5.217235143e-17      0.086891832  1.806167263e-17     0.1771517786  1.903525535e-18 
55.1044      0.751794141  3.925010907e-17    0.07187734877  1.358285986e-17     0.1763286949  2.882944232e-21 
55.9932     0.7627366366  7.890078556e-18    0.06141679051  6.041858307e-18     0.1758467614 -2.456560042e-19 
56.8820     0.7696511357 -8.974850514e-18    0.05476035495  1.464246523e-17     0.1755886769 -4.327406484e-20 
57.7707     0.7730487379  -5.42961109e-17     0.0514740414 -1.195014587e-17     0.1754773526  -1.14583643e-18 
58.6595     0.7731674687 -5.572836415e-17    0.05135894414  5.009338846e-18     0.1754736776  8.135560437e-20 
59.5483     0.7700154918 -7.764587285e-17    0.05440829349 -9.883921895e-18     0.1755762654 -1.164950302e-18 
60.4371     0.7633726427 -7.848805578e-18    0.06080591772 -4.312154681e-17     0.1758214593  1.264599793e-18 
61.3259     0.7527502543 -3.734209044e-17    0.07096622736  1.598135971e-17     0.1762835209  6.836392718e-19 
62.2146      0.737310937 -3.616002123e-17    0.08561241632 -2.831228661e-18     0.1770766499  4.511199428e-18 
63.1034     0.7157585543 -1.308923348e-17     0.1058810823 -2.212029312e-17     0.1783603881  -1.56363927e-18 
63.9922     0.6862353374  6.836168155e-17     0.1334181272 -4.023412266e-17     0.1803466049  2.136357561e-18 
64.8810     0.6463247278  1.655650107e-17     0.1703775522 -2.037981776e-17     0.1832978575 -1.318631151e-18 
65.7698     0.5933682579 -4.795703904e-17     0.2191421717  8.126266585e-18     0.1874897928  1.986548556e-18 
66.6585     0.5254269752   1.68016889e-17     0.2814881178  7.592061873e-18     0.1930852099 -3.118208278e-18 
67.5473     0.4431286319  6.676821735e-17     0.3569931204 -2.942077498e-17     0.1998785856  3.381119275e-18 
68.4361     0.3517791749  2.073048842e-17      0.441180617 -3.188689949e-18     0.2070404939 -1.755656798e-18 
69.3249     0.2614423009  -8.88846739e-18     0.5252803849  1.531758334e-17     0.2132774646 -6.487969155e-20 
70.2137     0.1829836603 -1.292660316e-17     0.5994223562  -1.47748234e-17     0.2175939777 -7.708164315e-19 
71.1024     0.1227061292  -1.49272925e-17     0.6573608857 -4.232273718e-17     0.2199328679  1.183360669e-18 
71.9912    0.08068606723 -2.437213094e-17     0.6983558518 -4.837933886e-17     0.2209579136  5.177362786e-19 
72.8800    0.05323131302 -1.518255524e-18     0.7253730845 -1.929555058e-18     0.2213954243 -4.061714004e-20 
73.7688    0.03595809027 -6.675186059e-19     0.7423744374 -4.934888097e-17     0.2216672978  5.155630655e-19 
74.6576    0.02537711951  7.378899965e-18     0.7527129037  -1.31103926e-17     0.2219098066 -1.511343028e-18 
75.5463    0.01918131812  3.911802224e-18     0.7586991308 -4.158977565e-17     0.2221193822 -1.184756591e-18 
76.4351    0.01601781252 -7.320243442e-18     0.7617237747 -4.684983686e-17     0.2222582421  -3.50346173e-19 
77.3239    0.01521178605 -1.655868043e-17     0.7624899504 -4.510537918e-17     0.2222980889  2.949352273e-18 
78.2127     0.0165942538 -1.748159777e-17     0.7611746158 -4.960075329e-17     0.2222309491 -1.816329876e-18 
79.1015    0.02045587631 -2.525457168e-18     0.7574736036  -7.71920116e-17     0.2220703289 -2.208764514e-19 
79.9903    0.02762569063 -1.434677169e-17     0.7505252926 -1.018118337e-16     0.2218488118 -1.736584764e-18 
